fund,matched_fund,fund_confidence,form_d_firm_id,form_d_funds,cik_no_fund,form_adv_firm_id,form_adv_funds,crd_no_fund,firm_id
Netradyne,,1.0,67301,Netradyne,1675935.0,53912,,310188,
One Oak Global Opportunities Fund,Oak Marsh Global Opportunities Fund,0.5509404015763224,120183,One Oak Global Opportunities Fund,1874402.0,13253,Oak Marsh Global Opportunities Fund,107105,246.0
Covemark Cordero,,1.0,55053,Covemark Cordero,1783132.0,53912,,310188,
Mai Managed Volatility Fund,Ambrus Volatility Fund,0.9523765603013453,57558,Mai Managed Volatility Fund,1461596.0,59376,Ambrus Volatility Fund,316761,
Cyrus Opportunities Master Fund Ii,Marinus Opportunities Master Fund,0.8338966789567901,7540,Cyrus Opportunities Master Fund Ii,1328640.0,12812,Marinus Opportunities Master Fund,163460,
Lone Star Fund Xi,,0.9999999999999999,42551,Lone Star Fund Xi,1742655.0,53912,,310188,
Btc Africa Sa,,0.9999999999999999,67297,Btc Africa Sa,1617338.0,53912,,310188,
Gr Fund I A Series Of Noveus Capital Funds,No Fund I A Series Of Mv Funds,0.8638910910606233,66569,Gr Fund I A Series Of Noveus Capital Funds,1795041.0,54213,No Fund I A Series Of Mv Funds,311231,
General American Life Insurance,Zurich American Life Insurance Company,0.7486543050279066,26428,General American Life Insurance,728240.0,13253,Zurich American Life Insurance Company,107105,246.0
Sollis Therapeutics,Pfm Therapeutics Master Fund,0.878056662753453,88864,Sollis Therapeutics,1739483.0,11832,Pfm Therapeutics Master Fund,146747,3278.0
Neuralstem,,1.0,30280,Neuralstem,1357459.0,53912,,310188,
Luk A Series Of Jasons Syndicate,,1.0,67610,Luk A Series Of Jasons Syndicate,1790081.0,53912,,310188,
Yatra Online,,1.0,33073,Yatra Online,1516899.0,53912,,310188,
Algebris Global Financials Fund,,0.9999999999999999,31150,Algebris Global Financials Fund,1421398.0,53912,,310188,
  Kingston,,1.0,153525,  Kingston,1908981.0,53912,,310188,
True Signal Us Fund,,1.0,45081,True Signal Us Fund,1767195.0,53912,,310188,
Radcliffe Unlevered Ultra Short Duration Fund,Radcliffe Ultra Short Duration Select Master Fund,0.5824663355546785,37436,Radcliffe Unlevered Ultra Short Duration Fund,1660381.0,7426,Radcliffe Ultra Short Duration Select Master Fund,136028,2530.0
Aleria Public Benefit,,1.0,130728,Aleria Public Benefit,1890355.0,53912,,310188,
Whale Rock Flagship Fund,,1.0,31764,Whale Rock Flagship Fund,1457666.0,53912,,310188,
Nwi Huntley,,1.0,159602,Nwi Huntley,1931918.0,53912,,310188,
Checkr Group,,1.0,154463,Checkr Group,1923096.0,53912,,310188,
Bond Ii,,0.9999999999999999,105608,Bond Ii,1847453.0,53912,,310188,
Ag,Aggies,0.9837048129574608,99965,Ag,1840286.0,6626,Aggies,104536,982.0
Unbounded Capital Spv Ii,,0.9999999999999998,87633,Unbounded Capital Spv Ii,1819801.0,53912,,310188,
Moors Mendon Offshore Fund,Moore,0.9716715099625581,54159,Moors Mendon Offshore Fund,1254229.0,12371,Moore,155462,146245.0
Anderson Alternative Capital,Capital Group Alternative Strategies Master Fund,0.9347417067629205,32427,Anderson Alternative Capital,1486658.0,790,Capital Group Alternative Strategies Master Fund,170017,10985.0
Metajure,,1.0,95676,Metajure,1487084.0,53912,,310188,
 Federal Self Storage Acquisition ,,0.9999999999999999,53552, Federal Self Storage Acquisition ,1783074.0,53912,,310188,
Presight Sensei Invest Fund,Ourcrowd Investment In Insight,0.9331212714716418,92520,Presight Sensei Invest Fund,1828422.0,11005,Ourcrowd Investment In Insight,169475,
Igis Us Holding ,,0.9999999999999999,141712,Igis Us Holding ,1905458.0,53912,,310188,
Ag Diversified Income Fund Plus,Ag Diversified Income Master Plus,0.4191862176930201,31710,Ag Diversified Income Fund Plus,1456170.0,11617,Ag Diversified Income Master Plus,131940,168.0
Coastal Grove Partners Fund I,Walnut Grove Partners,0.9787416374868336,163133,Coastal Grove Partners Fund I,1934360.0,54621,Walnut Grove Partners,300721,
Cardinal Value Equity Partners,One Equity Partners Vii,0.929707539206693,27596,Cardinal Value Equity Partners,947351.0,3936,One Equity Partners Vii,173626,103071.0
Eminent Gold,,1.0,61458,Eminent Gold,1790607.0,53912,,310188,
Cansortium,,1.0,43682,Cansortium,1758124.0,53912,,310188,
Marlin Fund Iii Limited Partnership,Brv Partners Fund I Limited Partnership,0.7568379856707058,71043,Marlin Fund Iii Limited Partnership,1467026.0,47393,Brv Partners Fund I Limited Partnership,297775,
Tucek Tax Exempt Partners,Investment Income Fund Us Tax Exempt Series,0.9323570356998624,31871,Tucek Tax Exempt Partners,1460166.0,13253,Investment Income Fund Us Tax Exempt Series,107105,246.0
Crawford Lake Enhanced Onshore Fund,,1.0,62980,Crawford Lake Enhanced Onshore Fund,1640932.0,53912,,310188,
Qw Fund,Citw Fund,0.9612553313428601,59059,Qw Fund,1267687.0,4790,Citw Fund,105080,1038.0
Sl Global Pcc Cell B ,,0.9999999999999999,64756,Sl Global Pcc Cell B ,1789270.0,53912,,310188,
Einbeita Partners,,1.0,30118,Einbeita Partners,1342212.0,53912,,310188,
Catenary Alternatives Partners,Battery Alternative Income Fund,0.8701262738510309,64505,Catenary Alternatives Partners,1557618.0,2496,Battery Alternative Income Fund,161566,75599.0
Third Lake Pe Invest Fund I,,0.9999999999999999,171380,Third Lake Pe Invest Fund I,1948444.0,53912,,310188,
South University South,,0.9999999999999998,100402,South University South,1838700.0,53912,,310188,
Aqua Membranes,,0.9999999999999999,44851,Aqua Membranes,1766705.0,53912,,310188,
Principal Enhanced Property Asp Fund A Series Of Alternative Strategies Real Estate Platform,Capital Group Alternative Strategies Master Fund,0.9642760946810909,55120,Principal Enhanced Property Asp Fund A Series Of Alternative Strategies Real Estate Platform,1528509.0,790,Capital Group Alternative Strategies Master Fund,170017,10985.0
Gt Special Opportunities Iii,Gt Special Opportunities Iii,0.0,33326,Gt Special Opportunities Iii,1526359.0,13409,Gt Special Opportunities Iii,158837,
Voya Credit Opportunities Master Fund,Vor Opportunities Master Fund Limited,0.7762830186798617,65281,Voya Credit Opportunities Master Fund,1690056.0,47064,Vor Opportunities Master Fund Limited,297509,
Tenor Opportunity Fund,Di Opportunity Fund,0.7474347152406114,29711,Tenor Opportunity Fund,1302291.0,11998,Di Opportunity Fund,168741,13596.0
Roosevelt Commons Investors,,0.9999999999999999,127594,Roosevelt Commons Investors,1885387.0,53912,,310188,
Kbis Fund I,,0.9999999999999999,106101,Kbis Fund I,1849721.0,53912,,310188,
Bip Capital  Media Equity Viii,Bain Capital Fund Viii E,0.9860652343824005,100110,Bip Capital  Media Equity Viii,1840447.0,4951,Bain Capital Fund Viii E,167487,
Kelso X Restore Investment,,0.9999999999999999,96005,Kelso X Restore Investment,1831614.0,53912,,310188,
Wytec International,Paloma International,0.9239414655641308,34185,Wytec International,1560143.0,9758,Paloma International,160328,75584.0
Bluearc Real Estate Income Fund Qc A Series Of Bluearc Real Estate Investments,Inpoint Commercial Real Estate Income,0.961781794400502,61775,Bluearc Real Estate Income Fund Qc A Series Of Bluearc Real Estate Investments,1785089.0,15715,Inpoint Commercial Real Estate Income,286271,
Alternative Income Legends Asp Fund A Series Of Alternative Strategies Platform,Capital Group Alternative Strategies Master Fund,0.8400437232797321,34436,Alternative Income Legends Asp Fund A Series Of Alternative Strategies Platform,1569806.0,790,Capital Group Alternative Strategies Master Fund,170017,10985.0
P Balanced Fund,Vanguard Global Balanced Fund,0.9924135689680718,29122,P Balanced Fund,1213586.0,11837,Vanguard Global Balanced Fund,105958,225.0
Mondrian Labs,,0.9999999999999999,49242,Mondrian Labs,1774850.0,53912,,310188,
Bikayi,,1.0,123711,Bikayi,1879268.0,53912,,310188,
Fintron,,1.0,61651,Fintron,1790927.0,53912,,310188,
Kls Rates Fund,,1.0,58417,Kls Rates Fund,1557895.0,53912,,310188,
Simply Southern Properties Ix,,1.0,89975,Simply Southern Properties Ix,1823671.0,53912,,310188,
Swiftcurrent Offshore,,1.0,28595,Swiftcurrent Offshore,1124973.0,53912,,310188,
Crosslink Capital Fund I, Capital Fund I,0.9717348609980527,105614,Crosslink Capital Fund I,1847997.0,48944, Capital Fund I,300538,
Cardiomech As,,0.9999999999999999,45525,Cardiomech As,1768128.0,53912,,310188,
Monon Fund,,1.0,69226,Monon Fund,1515416.0,53912,,310188,
Jordan Capital Partners,Sancta Capital Partners,0.9176724844905728,31706,Jordan Capital Partners,1456148.0,60785,Sancta Capital Partners,322831,
Forefront Dynamic Strategies Fund,Dynamic Commodity Strategies Fund,0.8699577552007551,33546,Forefront Dynamic Strategies Fund,1536921.0,7421,Dynamic Commodity Strategies Fund,37550,
Allianzgi Managed Futures,,0.9999999999999999,41740,Allianzgi Managed Futures,1734851.0,53912,,310188,
Innovating Capital Psl,Innovation X Capital Partners,0.9288662601236337,154609,Innovating Capital Psl,1914006.0,60525,Innovation X Capital Partners,322292,
Element Holdings,Coin Capital Holdings,0.9711221293879178,32623,Element Holdings,1495638.0,45749,Coin Capital Holdings,289961,
Hedge Fund Select: Orange Capital Offshore,Teleo Capital Offshore,0.9837417018986209,61707,Hedge Fund Select: Orange Capital Offshore,1621634.0,51703,Teleo Capital Offshore,307203,
Invesco Asia Real Estate Fund Iii Employee Feeder,Whitehall Street Global Real Estate Employee Master Fund ,0.8823594762299967,77425,Invesco Asia Real Estate Fund Iii Employee Feeder,1805671.0,5463,Whitehall Street Global Real Estate Employee Master Fund ,361,7869.0
Apax Xi Eur Scsp,,0.9999999999999999,161989,Apax Xi Eur Scsp,1934628.0,53912,,310188,
Tiv,,1.0,109932,Tiv,1845525.0,53912,,310188,
Nanocellect Biomedical,,0.9999999999999999,123809,Nanocellect Biomedical,1658031.0,53912,,310188,
Blackrock Impact Opportunities Fund,Blackrock Cascade Opportunities Fund,0.7091329201878862,106945,Blackrock Impact Opportunities Fund,1849953.0,13253,Blackrock Cascade Opportunities Fund,107105,246.0
Stake Network,Ethiopia Angel Network,0.9484439152543426,125843,Stake Network,1883379.0,48734,Ethiopia Angel Network,297545,151060.0
Belle Meade Associates,Point Associates,0.9654679190237805,61682,Belle Meade Associates,1460009.0,9758,Point Associates,160328,75584.0
Selwood Am Feeder Enhanced Credit Fund Ii,,1.0,39294,Selwood Am Feeder Enhanced Credit Fund Ii,1701061.0,53912,,310188,
Prologmobile,,1.0,164603,Prologmobile,1938456.0,53912,,310188,
Avoro Life Sciences Fund,Hopen Life Science Fund Ii,0.8566801807656391,32691,Avoro Life Sciences Fund,1498991.0,14142,Hopen Life Science Fund Ii,163476,
Ace Of Swords Offshore Fund,Dst Opportunities Access Offshore,0.995906939231016,35079,Ace Of Swords Offshore Fund,1590894.0,3615,Dst Opportunities Access Offshore,107738,259.0
Stimulus,Pemulis,0.9781020448095765,164618,Stimulus,1938859.0,12371,Pemulis,155462,146245.0
Paradymes The Woods At Mccormick,,1.0,165774,Paradymes The Woods At Mccormick,1941037.0,53912,,310188,
Parlay Capital Holdings,Coin Capital Holdings,0.7422062863249606,67517,Parlay Capital Holdings,1795841.0,45749,Coin Capital Holdings,289961,
Canchecks,,0.9999999999999999,62022,Canchecks,1791164.0,53912,,310188,
Crew By True Rowing,,1.0,45724,Crew By True Rowing,1768460.0,53912,,310188,
Portola Pharmaceuticals,,0.9999999999999998,29410,Portola Pharmaceuticals,1269021.0,53912,,310188,
Smartcap Bellevue Terrace Office Park,,1.0,127721,Smartcap Bellevue Terrace Office Park,1882994.0,53912,,310188,
Mediacast Martha Foods,,1.0,113796,Mediacast Martha Foods,1836112.0,53912,,310188,
Multi Advisor Funds Energy Infrastructure Fund Eagle Global Advisors,Multi Advisor Funds Global Equity Fund Generation Investment Management Us Llp,0.9479170304308223,37238,Multi Advisor Funds Energy Infrastructure Fund Eagle Global Advisors,1653796.0,10956,Multi Advisor Funds Global Equity Fund Generation Investment Management Us Llp,132728,
Wynkoop Greenbriar,C D Qoz Wynkoop Invest,0.9989417644917723,62128,Wynkoop Greenbriar,1788306.0,51695,C D Qoz Wynkoop Invest,306449,
Casetext,,0.9999999999999999,36410,Casetext,1632585.0,53912,,310188,
Plex Capital Holdings,Coin Capital Holdings,0.758470621742535,115475,Plex Capital Holdings,1866663.0,45749,Coin Capital Holdings,289961,
Akeso Biomedical,,0.9999999999999999,64514,Akeso Biomedical,1604559.0,53912,,310188,
Hu Fund I A Series Of Red Beard Vc,,0.9999999999999999,141371,Hu Fund I A Series Of Red Beard Vc,1906876.0,53912,,310188,
Deckard Technologies,Disruptive Technology Solutions Biotechnology,0.9336826478756527,62487,Deckard Technologies,1747532.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Felix Gray,Felix Capital Series Fund,0.9346679897192918,69283,Felix Gray,1763672.0,5880,Felix Capital Series Fund,163771,3292.0
Arbiter Special Opportunities Fund I,Ibis Special Opportunities Fund,0.699507725702815,33955,Arbiter Special Opportunities Fund I,1551682.0,59983,Ibis Special Opportunities Fund,318904,
Telshur,Chu,0.887071366902987,107465,Telshur,1845891.0,12371,Chu,155462,146245.0
Xantium Partners Fund,Atrium X,0.9941427412510402,56148,Xantium Partners Fund,1786016.0,11516,Atrium X,113463,8219.0
Gathersmart,Crowdsmart Smartcsm Fund I,0.9989736553632934,102692,Gathersmart,1845030.0,47451,Crowdsmart Smartcsm Fund I,297620,36910.0
Rise Companies,,1.0,130200,Rise Companies,1640967.0,53912,,310188,
Westlake Biopartners Opportunity Fund I,Brc Partners Opportunity Fund,0.9552590313398203,85504,Westlake Biopartners Opportunity Fund I,1811946.0,52576,Brc Partners Opportunity Fund,308148,100551.0
Nokomis Capital Offshore Fund,Gs Capital Partners  Offshore,0.9576475618539614,33116,Nokomis Capital Offshore Fund,1517920.0,5463,Gs Capital Partners  Offshore,361,7869.0
Gigpeak,,1.0,24457,Gigpeak,1432150.0,53912,,310188,
Ci Fund I A Series Of Unpopular Vc,,1.0,154727,Ci Fund I A Series Of Unpopular Vc,1924180.0,53912,,310188,
Colchester Global Bond Fund,Western Asset Global Real Bond Fund,0.9227905121387558,62227,Colchester Global Bond Fund,1126512.0,12529,Western Asset Global Real Bond Fund,110441,3384.0
Mascoma Mutual Financial Services,,0.9999999999999999,94457,Mascoma Mutual Financial Services,1661927.0,53912,,310188,
Hcp China Capital Appreciation Fund,,0.9999999999999998,35103,Hcp China Capital Appreciation Fund,1591754.0,53912,,310188,
Scp Core Equity,Private Equity Core Fund Qp Iii,0.9597284395695667,59828,Scp Core Equity,1718188.0,7587,Private Equity Core Fund Qp Iii,174762,141957.0
Fund I A Series Of Hivemind Ventures,Fund Ii A Series Of Verve Ventures,0.817517988298241,132807,Fund I A Series Of Hivemind Ventures,1893702.0,51748,Fund Ii A Series Of Verve Ventures,307177,
Invesco Core Real Estate Usa,Us Real Estate Opportunities I,0.9603818639074371,29746,Invesco Core Real Estate Usa,1305319.0,5463,Us Real Estate Opportunities I,361,7869.0
Fig Tech,,1.0,68603,Fig Tech,1681670.0,53912,,310188,
Notation Capital Iii A A Series Of Notation Capital Al Funds, Capital Fund I,0.9441881139413613,119612,Notation Capital Iii A A Series Of Notation Capital Al Funds,1870800.0,48944, Capital Fund I,300538,
Flexwise Health,,0.9999999999999999,49215,Flexwise Health,1774791.0,53912,,310188,
Commercial Real Estate Cre Acquisition Growth Fund,Growth Capital Real Estate,0.8865937158567565,37044,Commercial Real Estate Cre Acquisition Growth Fund,1648359.0,7942,Growth Capital Real Estate,104953,5625.0
Tmf Akido,,0.9999999999999999,83295,Tmf Akido,1813133.0,53912,,310188,
Strandview Annex Fund,Cls Ii Annex Fund,0.9443129204656362,50846,Strandview Annex Fund,1777920.0,171,Cls Ii Annex Fund,163341,
Pinnacle Aerospace,,0.9999999999999999,160755,Pinnacle Aerospace,1933810.0,53912,,310188,
Ardsley Partners Fund Ii,Ardsley Ridgecrest Partners Fund,0.7068291929752213,65831,Ardsley Partners Fund Ii,836048.0,7363,Ardsley Ridgecrest Partners Fund,160595,142006.0
Pimco Global Credit Opportunity Employee Onshore Fund,Employee Core Fund Ii,0.9210281009019076,72072,Pimco Global Credit Opportunity Employee Onshore Fund,1571718.0,7587,Employee Core Fund Ii,174762,141957.0
Bh Dg Systematic Trading Fund,Systematica Multi Fund Systematica Steelhead Fund,0.9727766597654193,33829,Bh Dg Systematic Trading Fund,1547398.0,11052,Systematica Multi Fund Systematica Steelhead Fund,173876,142111.0
Pfm Healthcare Offshore Fund,Panacea Venture Healthcare Fund Ii,0.9448999939838549,31210,Pfm Healthcare Offshore Fund,1424501.0,52269,Panacea Venture Healthcare Fund Ii,308297,
Nationwide Boli Private Placement Variable Account,,1.0,30133,Nationwide Boli Private Placement Variable Account,1343394.0,53912,,310188,
Jenop Global Healthcare Fund,Panacea Venture Healthcare Fund Ii,0.9518564904101493,66335,Jenop Global Healthcare Fund,1562185.0,52269,Panacea Venture Healthcare Fund Ii,308297,
Angeles Absolute Return Fund,Seix Multi Sector Absolute Return Fund,0.8903573982109032,35854,Angeles Absolute Return Fund,1613677.0,11997,Seix Multi Sector Absolute Return Fund,146029,
Advisors Hedge Fund,Advisors Hedge Fund,1.4901161193847656e-08,28381,Advisors Hedge Fund,1094544.0,6409,Advisors Hedge Fund,122268,
Mhr Capital Partners ,Gs Capital Partners V,0.6981512180354137,29879,Mhr Capital Partners ,1319850.0,5463,Gs Capital Partners V,361,7869.0
Ovation Alternative Income Fund,Battery Alternative Income Fund,0.7537738534216424,60382,Ovation Alternative Income Fund,1591936.0,2496,Battery Alternative Income Fund,161566,75599.0
Skcp Catalyst Fund Ii B,,0.9999999999999999,165614,Skcp Catalyst Fund Ii B,1938828.0,53912,,310188,
Gem Realty Securities,Almanac Realty Securities V,0.8652114076359307,59061,Gem Realty Securities,1409215.0,1742,Almanac Realty Securities V,156718,
Nantucket Fund L P,,1.0,27672,Nantucket Fund L P,1006455.0,53912,,310188,
Kinems,,1.0,36161,Kinems,1624086.0,53912,,310188,
Alternative Investments Institutional,Fpp Alternative Investments I,0.7556887239148973,73043,Alternative Investments Institutional,1415256.0,3615,Fpp Alternative Investments I,107738,259.0
Rohatyn Group Global Macro Fund,Round Table Global Macro Master Fund,0.91883616559624,32546,Rohatyn Group Global Macro Fund,1491791.0,16173,Round Table Global Macro Master Fund,158513,3839.0
Bean Box,,1.0,58217,Bean Box,1559745.0,53912,,310188,
Dewpoint Therapeutics,Pfm Therapeutics Master Fund,0.977747090821706,93832,Dewpoint Therapeutics,1828893.0,11832,Pfm Therapeutics Master Fund,146747,3278.0
